date,open,high,low,close,volume
2025-12-16,487.92,489.71,486.12,487.90,38862137
2025-12-17,489.15,491.06,487.21,489.12,39484500
2025-12-18,490.26,492.22,488.27,490.23,39890214
2025-12-19,491.23,493.16,489.27,491.21,40116228
2025-12-22,492.04,493.87,490.19,492.02,40210665
2025-12-23,492.68,494.32,491.01,492.66,40229829
2025-12-24,493.12,494.52,491.70,493.10,41765296
2025-12-25,493.37,494.46,492.25,493.35,33712839
2025-12-26,493.40,494.15,492.64,493.38,35553886
2025-12-29,493.23,493.60,492.85,493.22,37236145
2025-12-30,492.86,492.88,492.82,492.84,38717197
2025-12-31,492.28,492.70,491.86,492.27,39967130
